Mass of chassis: 1.25
Time X Y Z
0.576996 -2.83991e-20 0.130172 -4.58818e-10
0.577996 -2.81747e-20 0.130106 -4.58818e-10
0.578996 -2.81519e-20 0.130031 -4.58818e-10
0.579996 -2.80485e-20 0.129946 -4.58818e-10
0.580996 -2.78642e-20 0.12985 -4.58818e-10
0.581996 -2.78414e-20 0.129745 -4.58818e-10
0.582996 -2.77779e-20 0.129631 -4.58818e-10
0.583996 -2.77146e-20 0.129506 -4.58818e-10
0.584996 -2.76111e-20 0.129371 -4.58818e-10
0.585996 -2.74675e-20 0.129227 -4.58818e-10
0.586996 -2.75254e-20 0.129073 -4.58818e-10
0.587996 -2.75833e-20 0.128909 -4.58818e-10
0.588996 -2.76416e-20 0.128736 -4.58818e-10
0.589996 -2.76991e-20 0.128552 -4.58818e-10
0.590996 -2.77568e-20 0.128359 -4.58818e-10
0.591996 -2.78144e-20 0.128156 -4.58818e-10
0.592996 -2.78322e-20 0.127943 -4.58818e-10
0.593996 -2.7809e-20 0.12772 -4.58818e-10
0.594996 -2.77457e-20 0.127488 -4.58818e-10
0.595996 -2.76817e-20 0.127245 -4.58818e-10
0.596996 -2.7618e-20 0.126993 -4.58818e-10
0.597996 -2.75543e-20 0.126731 -4.58818e-10
0.598996 -2.75793e-20 0.126459 -4.58818e-10
0.599996 -2.76051e-20 0.126178 -4.58818e-10
0.600996 -2.76309e-20 0.125886 -4.58818e-10
0.601996 -2.76565e-20 0.125585 -4.58818e-10
0.602996 -2.7771e-20 0.125274 -4.58818e-10
0.603996 -2.76635e-20 0.124953 -4.58818e-10
0.604996 -2.76004e-20 0.124623 -4.58818e-10
0.605996 -2.75768e-20 0.124282 -4.58818e-10
0.606996 -2.75143e-20 0.123932 -4.58818e-10
0.607996 -2.74075e-20 0.123572 -4.58818e-10
0.608996 -2.73006e-20 0.123202 -4.58818e-10
0.609996 -2.72049e-20 0.122823 -4.58818e-10
0.610996 -2.7209e-20 0.122433 -4.58818e-10
0.611996 -2.71244e-20 0.122034 -4.58818e-10
0.612996 -2.72174e-20 0.121625 -4.58818e-10
0.613996 -2.73159e-20 0.121206 -4.58818e-10
0.614996 -2.73738e-20 0.120777 -4.58818e-10
0.615996 -2.73922e-20 0.120338 -4.58818e-10
0.616996 -2.73884e-20 0.11989 -4.58818e-10
0.617996 -2.73291e-20 0.119432 -4.58818e-10
0.618996 -2.72292e-20 0.118964 -4.58818e-10
0.619996 -2.71515e-20 0.118486 -4.58818e-10
0.620996 -2.72365e-20 0.117999 -4.58818e-10
0.621996 -2.71882e-20 0.117501 -4.58818e-10
0.622996 -2.7251e-20 0.116994 -4.58818e-10
0.623996 -2.72327e-20 0.116477 -4.58818e-10
0.624996 -2.71733e-20 0.11595 -4.58818e-10
0.625996 -2.72805e-20 0.115414 -4.58818e-10
0.626996 -2.73864e-20 0.114867 -4.58818e-10
0.627995 -2.74922e-20 0.114311 -4.58818e-10
0.628995 -2.76202e-20 0.113745 -4.58818e-10
0.629995 -2.75706e-20 0.113169 -4.58818e-10
0.630995 -2.75432e-20 0.112583 -4.58818e-10
0.631995 -2.75168e-20 0.111988 -4.58818e-10
0.632995 -2.74509e-20 0.111382 -4.58818e-10
0.633995 -2.7385e-20 0.110767 -4.58818e-10
0.634995 -2.72747e-20 0.110142 -4.58818e-10
0.635995 -2.71637e-20 0.109508 -4.58818e-10
0.636995 -2.72164e-20 0.108863 -4.58818e-10
0.637995 -2.72025e-20 0.108209 -4.58818e-10
0.638995 -2.7122e-20 0.107545 -4.58818e-10
0.639995 -2.70832e-20 0.106871 -4.58818e-10
0.640995 -2.71109e-20 0.106187 -4.58818e-10
0.641995 -2.71831e-20 0.105493 -4.58818e-10
0.642995 -2.72574e-20 0.10479 -4.58818e-10
0.643995 -2.71304e-20 0.104077 -4.58818e-10
0.644995 -2.72699e-20 0.103354 -4.58818e-10
0.645995 -2.70985e-20 0.102621 -4.58818e-10
0.646995 -2.72511e-20 0.101878 -4.58818e-10
0.647995 -2.7204e-20 0.101126 -4.58818e-10
0.648995 -2.71568e-20 0.100363 -4.58818e-10
0.649995 -2.72298e-20 0.0995913 -4.58818e-10
0.650995 -1.45963e-19 0.0988122 -4.58729e-10
0.651995 -3.32909e-19 0.0980274 -4.54516e-10
0.652995 -5.42592e-19 0.0972378 -4.50582e-10
0.653995 -7.06801e-19 0.0964448 -4.43084e-10
0.654995 -9.84696e-19 0.0956494 -4.32614e-10
0.655995 -2.84885e-19 0.0948528 -4.26807e-10
0.656995 -5.11621e-19 0.0940562 -4.21167e-10
0.657995 -9.71415e-19 0.0932607 -4.15563e-10
0.658995 -2.48866e-19 0.0924674 -4.13338e-10
0.659995 3.03046e-20 0.0916775 -4.10267e-10
0.660995 5.36849e-19 0.0908922 -4.09868e-10
0.661995 -2.52637e-19 0.0901124 -4.11705e-10
0.662995 -3.48633e-19 0.0893395 -4.15227e-10
0.663995 -9.22114e-19 0.0885744 -4.2028e-10
0.664995 -4.04201e-19 0.0878182 -4.20956e-10
0.665995 -3.18299e-19 0.0870721 -4.17832e-10
0.666995 -1.07368e-18 0.086337 -4.13184e-10
0.667995 -1.24926e-18 0.0856139 -4.10585e-10
0.668995 -1.0383e-18 0.084904 -4.09544e-10
0.669995 -1.96421e-18 0.0842081 -4.0443e-10
0.670995 -1.1166e-18 0.0835273 -3.95608e-10
0.671995 -1.08754e-18 0.0828625 -3.83519e-10
0.672995 2.4323e-19 0.0822146 -3.72239e-10
0.673995 2.55237e-19 0.0815844 -3.59981e-10
0.674995 -5.7404e-19 0.0809729 -3.46831e-10
0.675995 -1.75498e-19 0.0803809 -3.29031e-10
0.676995 -1.39131e-18 0.0798092 -3.10926e-10
0.677995 2.80524e-19 0.0792585 -2.92816e-10
0.678995 8.38227e-19 0.0787295 -2.74457e-10
0.679995 8.95708e-19 0.0782231 -2.54027e-10
0.680995 -1.21151e-19 0.0777398 -2.35602e-10
0.681995 -9.7885e-19 0.0772802 -2.16904e-10
0.682995 -6.54204e-19 0.0768451 -1.96188e-10
0.683995 -1.33e-18 0.0764348 -1.77416e-10
0.684995 -1.50558e-18 0.07605 -1.60217e-10
0.685995 -1.88579e-18 0.0756912 -1.42529e-10
0.686995 -3.03908e-18 0.0753587 -1.24276e-10
0.687995 -2.46432e-18 0.075053 -1.0557e-10
0.688995 -3.0378e-18 0.0747744 -8.82264e-11
0.689995 -2.56536e-18 0.0745234 -6.8545e-11
0.690995 -2.6841e-18 0.0743 -4.67663e-11
0.691995 -2.78009e-18 0.0741047 -2.51004e-11
0.692995 -2.51229e-18 0.0739375 -3.60484e-12
0.693995 -2.42639e-18 0.0737987 1.77486e-11
0.694995 -2.47691e-18 0.0736884 4.07318e-11
0.695995 -2.07269e-18 0.0736066 6.32533e-11
0.696995 -1.6912e-18 0.0735535 8.52754e-11
0.697995 -1.94636e-18 0.0735289 1.10467e-10
0.698995 -1.33749e-18 0.0735328 1.34656e-10
0.699995 -1.8655e-18 0.0735652 1.57887e-10
0.700995 -1.66591e-18 0.0736259 1.82031e-10
0.701995 -1.73917e-18 0.0737147 2.08701e-10
0.702995 -3.57237e-19 0.0738315 2.33782e-10
0.703995 -7.03344e-19 0.073976 2.57392e-10
0.704994 -2.08169e-19 0.0741478 2.79672e-10
0.705994 5.96327e-20 0.0743468 3.00707e-10
0.706994 6.45757e-19 0.0745724 3.2063e-10
0.707994 1.23188e-18 0.0748243 3.39508e-10
0.708994 1.15862e-18 0.0751022 3.57444e-10
0.709994 2.0176e-18 0.0754053 3.70845e-10
0.710994 7.27888e-19 0.0757334 3.83977e-10
0.711994 1.55276e-18 0.0760858 3.96745e-10
0.712994 1.34307e-18 0.076462 4.09257e-10
0.713994 1.26981e-18 0.0768612 4.21506e-10
0.714994 3.1406e-18 0.077283 4.3342e-10
0.715994 4.57937e-18 0.0777266 4.41372e-10
0.716994 4.54022e-18 0.0781913 4.45953e-10
0.717994 4.29643e-18 0.0786764 4.51247e-10
0.718994 4.24591e-18 0.0791812 4.57131e-10
0.719994 2.64925e-18 0.0797047 4.59831e-10
0.720994 3.03074e-18 0.0802463 4.59698e-10
0.721994 3.60549e-18 0.0808051 4.60906e-10
0.722994 3.58908e-18 0.0813802 4.59498e-10
0.723994 3.54992e-18 0.0819708 4.57678e-10
0.724994 2.95371e-18 0.0825759 4.55485e-10
0.725994 1.77768e-18 0.0831947 4.52801e-10
0.726994 2.98909e-18 0.0838262 4.4962e-10
0.727994 2.68277e-18 0.0844695 4.45885e-10
0.728994 2.87667e-18 0.0851235 4.43736e-10
0.729994 1.84276e-18 0.0857874 4.46331e-10
0.730994 1.97414e-18 0.0864601 4.49377e-10
0.731994 5.30952e-19 0.0871406 4.52527e-10
0.732994 5.42958e-19 0.087828 4.55822e-10
0.733994 -7.78558e-21 0.0885212 4.59145e-10
0.734994 1.00854e-19 0.0892191 4.58746e-10
0.735994 1.95283e-19 0.0899209 4.58791e-10
0.736994 1.20063e-18 0.0906254 4.59066e-10
0.737994 1.29648e-18 0.0913317 4.596e-10
0.738994 1.48372e-18 0.0920386 4.60044e-10
0.739994 1.44501e-18 0.0927452 4.60343e-10
0.740994 1.54344e-18 0.0934505 4.60503e-10
0.741994 1.61629e-18 0.0941534 4.60461e-10
0.742994 1.4646e-18 0.094853 4.60113e-10
0.743994 1.47208e-18 0.0955482 4.56019e-10
0.744994 1.32323e-18 0.096238 4.52268e-10
0.745994 1.22413e-18 0.0969215 4.48841e-10
0.746994 1.03123e-18 0.0975976 4.45626e-10
0.747994 8.55388e-19 0.0982656 4.4252e-10
0.748994 7.25019e-19 0.0989243 4.39292e-10
0.749994 6.20829e-19 0.0995732 4.36533e-10
0.750994 5.37534e-19 0.100212 4.34176e-10
0.751994 4.69892e-19 0.100842 4.32162e-10
0.752994 3.92792e-19 0.101461 4.30442e-10
0.753994 3.34365e-19 0.102071 4.28972e-10
0.754994 2.87996e-19 0.10267 4.27717e-10
0.755994 2.40583e-19 0.10326 4.26644e-10
0.756994 2.04225e-19 0.103841 4.25728e-10
0.757994 1.76427e-19 0.104411 4.24945e-10
0.758994 1.53702e-19 0.104972 4.24277e-10
0.759994 1.30116e-19 0.105523 4.23705e-10
0.760994 1.10169e-19 0.106063 4.23218e-10
0.761994 9.36196e-20 0.106595 4.22801e-10
0.762994 8.10495e-20 0.107116 4.22445e-10
0.763994 7.07373e-20 0.107628 4.2214e-10
0.764994 6.06472e-20 0.108129 4.2188e-10
0.765994 5.13946e-20 0.108621 4.21658e-10
0.766994 4.4838e-20 0.109103 4.21469e-10
0.767994 3.86424e-20 0.109576 4.21307e-10
0.768994 3.29935e-20 0.110038 4.21168e-10
0.769994 2.81994e-20 0.110491 4.2105e-10
0.770994 2.55592e-20 0.110934 4.20949e-10
0.771994 2.27151e-20 0.111367 4.20863e-10
0.772994 2.0027e-20 0.11179 4.20789e-10
0.773994 1.7783e-20 0.112203 4.20726e-10
0.774994 1.58971e-20 0.112607 4.20672e-10
0.775994 1.38946e-20 0.113001 4.20626e-10
0.776994 1.21474e-20 0.113385 4.20587e-10
0.777994 1.0811e-20 0.113759 4.20553e-10
0.778994 9.36918e-21 0.114124 4.20525e-10
0.779994 8.25346e-21 0.114478 4.205e-10
0.780994 7.49579e-21 0.114823 4.20479e-10
0.781994 6.92547e-21 0.115158 4.20462e-10
0.782993 6.48004e-21 0.115483 4.20446e-10
0.783993 5.8903e-21 0.115798 4.20433e-10
0.784993 5.431e-21 0.116104 4.20422e-10
0.785993 5.03276e-21 0.1164 4.20413e-10
0.786993 4.62897e-21 0.116686 4.20404e-10
0.787993 4.40837e-21 0.116962 4.20398e-10
0.788993 4.17112e-21 0.117228 4.20392e-10
0.789993 3.91166e-21 0.117484 4.20387e-10
0.790993 3.6411e-21 0.117731 4.20382e-10
0.791993 3.53707e-21 0.117968 4.20378e-10
0.792993 3.31092e-21 0.118195 4.20375e-10
0.793993 3.42894e-21 0.118412 4.20373e-10
0.794993 3.22499e-21 0.11862 4.2037e-10
0.795993 3.2986e-21 0.118817 4.20368e-10
0.796993 3.37221e-21 0.119005 4.20367e-10
0.797993 3.41251e-21 0.119183 4.20365e-10
0.798993 3.40841e-21 0.119351 4.20364e-10
0.799993 3.28218e-21 0.11951 4.20363e-10
0.800993 3.4224e-21 0.119658 4.20362e-10
0.801993 3.35168e-21 0.119797 4.20361e-10
0.802993 3.23932e-21 0.119926 4.20361e-10
0.803993 3.37261e-21 0.120045 4.2036e-10
0.804993 3.18393e-21 0.120155 4.2036e-10
0.805993 3.15519e-21 0.120254 4.20359e-10
0.806993 3.08828e-21 0.120344 4.20359e-10
0.807993 2.99917e-21 0.120424 4.20359e-10
0.808993 2.99333e-21 0.120494 4.20358e-10
0.809993 3.06521e-21 0.120554 4.20358e-10
0.810993 3.14263e-21 0.120605 4.20358e-10
0.811993 3.2204e-21 0.120645 4.20358e-10
0.812993 3.25724e-21 0.120676 4.20358e-10
0.813993 3.31627e-21 0.120697 4.20357e-10
0.814993 3.37531e-21 0.120708 4.20357e-10
0.815993 3.43435e-21 0.12071 4.20357e-10
0.816993 3.44898e-21 0.120701 4.20357e-10
0.817993 3.37479e-21 0.120683 4.20357e-10
0.818993 3.15627e-21 0.120655 4.20357e-10
0.819993 3.02657e-21 0.120617 4.20357e-10
0.820993 3.25214e-21 0.12057 4.20357e-10
0.821993 3.23346e-21 0.120512 4.20357e-10
0.822993 3.21478e-21 0.120445 4.20357e-10
0.823993 3.15169e-21 0.120368 4.20357e-10
0.824993 3.09416e-21 0.120281 4.20357e-10
0.825993 3.10324e-21 0.120184 4.20357e-10
0.826993 3.11231e-21 0.120078 4.20357e-10
0.827993 3.19911e-21 0.119962 4.20357e-10
0.828993 3.26369e-21 0.119836 4.20357e-10
0.829993 3.35049e-21 0.1197 4.20357e-10
0.830993 3.27768e-21 0.119554 4.20357e-10
0.831993 3.30341e-21 0.119398 4.20357e-10
0.832993 3.50678e-21 0.119233 4.20357e-10
0.833993 3.4881e-21 0.119058 4.20357e-10
0.834993 3.3473e-21 0.118873 4.20357e-10
0.835993 3.29531e-21 0.118678 4.20357e-10
0.836993 3.26553e-21 0.118474 4.20357e-10
0.837993 3.14693e-21 0.118259 4.20357e-10
0.838993 3.25038e-21 0.118035 4.20357e-10
0.839993 3.19007e-21 0.117801 4.20357e-10
0.840993 3.0687e-21 0.117557 4.20357e-10
0.841993 2.96953e-21 0.117304 4.20357e-10
0.842993 2.73713e-21 0.11704 4.20357e-10
0.843993 2.62651e-21 0.116767 4.20357e-10
0.844993 2.42707e-21 0.116484 4.20357e-10
0.845993 2.42193e-21 0.116191 4.20357e-10
0.846993 2.43898e-21 0.115888 4.20357e-10
0.847993 2.45604e-21 0.115576 4.20357e-10
0.848993 2.38428e-21 0.115253 4.20357e-10
0.849993 2.31529e-21 0.114921 4.20357e-10
0.850993 2.2019e-21 0.114579 4.20357e-10
0.851993 2.39937e-21 0.114228 4.20357e-10
0.852993 2.33593e-21 0.113866 4.20357e-10
0.853993 2.2725e-21 0.113495 4.20357e-10
0.854993 2.16466e-21 0.113114 4.20357e-10
0.855993 2.14563e-21 0.112723 4.20357e-10
0.856993 2.17101e-21 0.112322 4.20357e-10
0.857993 2.24081e-21 0.111911 4.20357e-10
0.858993 2.3106e-21 0.111491 4.20357e-10
0.859993 2.33598e-21 0.111061 4.20357e-10
0.860992 2.40577e-21 0.110621 4.20357e-10
0.861992 2.47557e-21 0.110171 4.20357e-10
0.862992 2.54536e-21 0.109711 4.20357e-10
0.863992 2.52633e-21 0.109242 4.20357e-10
0.864992 2.32967e-21 0.108762 4.20357e-10
0.865992 2.0886e-21 0.108273 4.20357e-10
0.866992 1.84753e-21 0.107774 4.20357e-10
0.867992 1.7841e-21 0.107266 4.20357e-10
0.868992 1.64295e-21 0.106747 4.20357e-10
0.869992 1.67943e-21 0.106219 4.20357e-10
0.870992 1.55216e-21 0.105681 4.20357e-10
0.871992 1.42489e-21 0.105133 4.20357e-10
0.872992 1.43085e-21 0.104575 4.20357e-10
0.873992 1.33133e-21 0.104008 4.20357e-10
0.874992 1.12079e-21 0.10343 4.20357e-10
0.875992 1.04348e-21 0.102843 4.20357e-10
0.876992 1.02723e-21 0.102246 4.20357e-10
0.877992 1.02624e-21 0.101639 4.20357e-10
0.878992 1.06967e-21 0.101023 4.20357e-10
0.879992 1.07493e-21 0.100396 4.20357e-10
0.880992 9.91372e-22 0.09976 4.20357e-10
0.881992 -2.20782e-19 0.0991162 4.19529e-10
0.882992 1.2588e-19 0.0984657 4.17936e-10
0.883992 -2.60739e-19 0.0978095 4.15559e-10
0.884992 -1.21011e-18 0.0971486 4.12687e-10
0.885992 -1.50009e-18 0.096484 4.09111e-10
0.886992 -7.15737e-19 0.0958166 4.05017e-10
0.887992 -4.34243e-18 0.0951474 4.00405e-10
0.888992 -5.04737e-18 0.0944773 3.95281e-10
0.889992 -5.91148e-18 0.0938074 3.89577e-10
0.890992 -3.09213e-18 0.0931386 3.83535e-10
0.891992 -2.02355e-18 0.0924718 3.75229e-10
0.892992 -7.61711e-19 0.0918081 3.6691e-10
0.893992 -1.5036e-18 0.0911483 3.60161e-10
0.894992 -4.15133e-19 0.0904934 3.53107e-10
0.895992 -2.53263e-18 0.0898444 3.49431e-10
0.896992 -2.87662e-18 0.0892022 3.44853e-10
0.897992 -2.20879e-18 0.0885676 3.39524e-10
0.898992 -1.95024e-18 0.0879416 3.33483e-10
0.899992 -4.79533e-18 0.087325 3.3031e-10
0.900992 -2.85422e-18 0.0867188 3.25959e-10
0.901992 -3.64158e-18 0.0861237 3.18784e-10
0.902992 -4.78279e-18 0.0855406 3.1279e-10
0.903992 -1.91371e-18 0.0849703 3.07633e-10
0.904992 -1.81486e-19 0.0844136 2.99665e-10
0.905992 -2.15546e-18 0.0838712 2.89227e-10
0.906992 -3.37909e-18 0.0833439 2.8063e-10
0.907992 -4.97048e-18 0.0828324 2.73301e-10
0.908992 -2.1963e-18 0.0823374 2.63389e-10
0.909992 -3.44662e-18 0.0818596 2.51366e-10
0.910992 -4.33529e-18 0.0813996 2.41034e-10
0.911992 -4.49351e-18 0.080958 2.32276e-10
0.912992 -4.83381e-18 0.0805354 2.24771e-10
0.913992 -5.44696e-18 0.0801324 2.16432e-10
0.914992 -7.34477e-18 0.0797494 2.07437e-10
0.915992 -9.29942e-18 0.0793871 1.97863e-10
0.916992 -8.88939e-18 0.0790457 1.87843e-10
0.917992 -8.33156e-18 0.0787259 1.77483e-10
0.918992 -8.02385e-18 0.0784279 1.66952e-10
0.919992 -6.86348e-18 0.0781522 1.56228e-10
0.920992 -6.45345e-18 0.0778991 1.45315e-10
0.921992 -5.98657e-18 0.0776688 1.34233e-10
0.922992 -5.53106e-18 0.0774617 1.26741e-10
0.923992 -4.70749e-18 0.077278 1.20528e-10
0.924992 -4.02035e-18 0.0771179 1.11661e-10
0.925992 -3.21952e-18 0.0769814 1.02405e-10
0.926992 -2.37321e-18 0.0768689 8.9306e-11
0.927992 -1.42459e-18 0.0767803 7.65545e-11
0.928992 -7.4881e-19 0.0767158 6.05158e-11
0.929992 5.06769e-19 0.0766753 4.53858e-11
0.930992 1.51224e-18 0.0766588 3.10839e-11
0.931992 1.92653e-18 0.0766663 1.39206e-11
0.932992 4.50088e-18 0.0766977 -2.0133e-12
0.933992 3.75557e-18 0.0767529 -1.32131e-11
0.934992 2.95342e-18 0.0768318 -2.40337e-11
0.935992 3.77699e-18 0.0769341 -3.45089e-11
0.936992 7.89748e-18 0.0770596 -4.6442e-11
0.937991 8.37998e-18 0.0772082 -5.95686e-11
0.938991 9.59009e-18 0.0773795 -7.36478e-11
0.939991 1.00897e-17 0.0775732 -8.48144e-11
0.940991 1.27265e-17 0.0777889 -9.71687e-11
0.941991 1.21063e-17 0.0780263 -1.08577e-10
0.942991 7.12044e-18 0.0782851 -1.19058e-10
0.943991 1.19969e-17 0.0785646 -1.28781e-10
0.944991 9.93287e-18 0.0788645 -1.37756e-10
0.945991 1.07564e-17 0.0791843 -1.49592e-10
0.946991 9.02774e-18 0.0795235 -1.60341e-10
0.947991 1.3512e-17 0.0798815 -1.6996e-10
0.948991 1.1087e-17 0.0802578 -1.78635e-10
0.949991 1.48352e-17 0.0806517 -1.86502e-10
0.950991 1.53091e-17 0.0810627 -1.93598e-10
0.951991 1.6505e-17 0.08149 -1.99932e-10
0.952991 1.59729e-17 0.081933 -2.01997e-10
0.953991 1.61513e-17 0.0823911 -2.04036e-10
0.954991 1.70658e-17 0.0828636 -2.06012e-10
0.955991 1.54309e-17 0.0833496 -2.07807e-10
0.956991 1.37846e-17 0.0838485 -2.09502e-10
0.957991 1.39524e-17 0.0843596 -2.11052e-10
0.958991 1.26571e-17 0.0848819 -2.12442e-10
0.959991 1.68337e-17 0.0854148 -2.13526e-10
0.960991 1.51839e-17 0.0859575 -2.14134e-10
0.961991 1.75429e-17 0.0865091 -2.14476e-10
0.962991 1.18799e-17 0.0870688 -2.14547e-10
0.963991 1.09435e-17 0.0876358 -2.14268e-10
0.964991 1.1647e-17 0.0882093 -2.13508e-10
0.965991 1.31179e-17 0.0887883 -2.12175e-10
0.966991 1.09053e-17 0.0893721 -2.06869e-10
0.967991 9.95463e-18 0.0899598 -2.01794e-10
0.968991 8.45828e-18 0.0905505 -1.96705e-10
0.969991 7.85436e-18 0.0911433 -1.91759e-10
0.970991 5.26093e-18 0.0917375 -1.87069e-10
0.971991 5.60631e-18 0.0923321 -1.8244e-10
0.972991 4.58175e-18 0.0929263 -1.78002e-10
0.973991 4.58607e-18 0.0935192 -1.73503e-10
0.974991 3.86279e-18 0.0941099 -1.72749e-10
0.975991 3.42372e-18 0.0946977 -1.71463e-10
0.976991 3.34277e-18 0.0952817 -1.69782e-10
0.977991 3.98941e-18 0.095861 -1.67812e-10
0.978991 3.70383e-18 0.0964348 -1.65561e-10
0.979991 3.40687e-18 0.0970024 -1.63033e-10
0.980991 2.91096e-18 0.0975628 -1.60169e-10
0.981991 2.58558e-18 0.0981154 -1.56919e-10
0.982991 2.16925e-18 0.0986593 -1.51478e-10
0.983991 1.82114e-18 0.0991938 -1.47974e-10
0.984991 1.5532e-18 0.0997185 -1.44984e-10
0.985991 1.30126e-18 0.100233 -1.4243e-10
0.986991 1.09061e-18 0.100739 -1.40248e-10
0.987991 9.1995e-19 0.101234 -1.38384e-10
0.988991 7.60028e-19 0.101719 -1.36792e-10
0.989991 6.33324e-19 0.102195 -1.35432e-10
0.990991 5.28092e-19 0.102661 -1.3427e-10
0.991991 4.34184e-19 0.103117 -1.33277e-10
0.992991 3.50046e-19 0.103563 -1.32429e-10
0.993991 2.77699e-19 0.103999 -1.31704e-10
0.994991 2.1863e-19 0.104426 -1.31086e-10
0.995991 1.69797e-19 0.104843 -1.30557e-10
0.996991 1.29802e-19 0.10525 -1.30105e-10
0.997991 9.29372e-20 0.105647 -1.29719e-10
0.998991 6.22232e-20 0.106034 -1.2939e-10
0.999991 3.64331e-20 0.106412 -1.29108e-10
1.00099 1.45399e-20 0.106779 -1.28867e-10
1.00199 -5.04408e-21 0.107137 -1.28662e-10
1.00299 -2.0709e-20 0.107485 -1.28486e-10
1.00399 -3.52636e-20 0.107824 -1.28336e-10
1.00499 -4.59658e-20 0.108152 -1.28208e-10
1.00599 -5.55244e-20 0.108471 -1.28099e-10
1.00699 -6.26406e-20 0.10878 -1.28005e-10
1.00799 -6.96235e-20 0.109079 -1.27925e-10
1.00899 -7.59403e-20 0.109368 -1.27857e-10
1.00999 -8.15466e-20 0.109648 -1.27799e-10
1.01099 -8.59926e-20 0.109917 -1.27749e-10
1.01199 -8.96171e-20 0.110177 -1.27707e-10
1.01299 -9.26199e-20 0.110427 -1.2767e-10
1.01399 -9.51342e-20 0.110667 -1.27639e-10
1.01499 -9.7493e-20 0.110898 -1.27613e-10
1.01599 -9.9541e-20 0.111118 -1.2759e-10
1.01699 -1.01142e-19 0.111329 -1.27571e-10
1.01799 -1.02299e-19 0.11153 -1.27554e-10
1.01899 -1.03567e-19 0.111721 -1.2754e-10
1.01999 -1.04569e-19 0.111902 -1.27528e-10
1.02099 -1.05126e-19 0.112074 -1.27518e-10
1.02199 -1.05684e-19 0.112236 -1.27509e-10
1.02299 -1.06197e-19 0.112388 -1.27501e-10
1.02399 -1.06754e-19 0.11253 -1.27495e-10
1.02499 -1.0719e-19 0.112662 -1.27489e-10
1.02599 -1.07559e-19 0.112784 -1.27485e-10
1.02699 -1.08061e-19 0.112897 -1.27481e-10
1.02799 -1.08918e-19 0.113 -1.27477e-10
1.02899 -1.09242e-19 0.113093 -1.27474e-10
1.02999 -1.097e-19 0.113176 -1.27472e-10
1.03099 -1.0998e-19 0.11325 -1.2747e-10
1.03199 -1.10282e-19 0.113313 -1.27468e-10
1.03299 -1.10762e-19 0.113367 -1.27466e-10
1.03399 -1.10975e-19 0.113411 -1.27465e-10
1.03499 -1.111e-19 0.113445 -1.27464e-10
1.03599 -1.11446e-19 0.11347 -1.27463e-10
1.03699 -1.1197e-19 0.113484 -1.27462e-10
1.03799 -1.12761e-19 0.113489 -1.27461e-10
1.03899 -1.13196e-19 0.113484 -1.27461e-10
1.03999 -1.13632e-19 0.113469 -1.2746e-10
1.04099 -1.13756e-19 0.113444 -1.2746e-10
1.04199 -1.13614e-19 0.11341 -1.27459e-10
1.04299 -1.14183e-19 0.113366 -1.27459e-10
1.04399 -1.1413e-19 0.113311 -1.27459e-10
1.04499 -1.14077e-19 0.113248 -1.27459e-10
1.04599 -1.14379e-19 0.113174 -1.27458e-10
1.04699 -1.1457e-19 0.11309 -1.27458e-10
1.04799 -1.14584e-19 0.112997 -1.27458e-10
1.04899 -1.14508e-19 0.112894 -1.27458e-10
1.04999 -1.146e-19 0.112781 -1.27458e-10
1.05099 -1.14646e-19 0.112658 -1.27458e-10
1.05199 -1.14738e-19 0.112525 -1.27458e-10
1.05299 -1.14651e-19 0.112383 -1.27458e-10
1.05399 -1.14587e-19 0.112231 -1.27457e-10
1.05499 -1.14878e-19 0.112069 -1.27457e-10
1.05599 -1.15547e-19 0.111897 -1.27457e-10
1.05699 -1.16215e-19 0.111715 -1.27457e-10
1.05799 -1.17372e-19 0.111524 -1.27457e-10
1.05899 -1.18352e-19 0.111323 -1.27457e-10
1.05999 -1.18887e-19 0.111112 -1.27457e-10
1.06099 -1.18889e-19 0.110891 -1.27457e-10
1.06199 -1.19069e-19 0.11066 -1.27457e-10
1.06299 -1.18494e-19 0.11042 -1.27457e-10
1.06399 -1.18364e-19 0.110169 -1.27457e-10
1.06499 -1.18233e-19 0.109909 -1.27457e-10
1.06599 -1.18368e-19 0.109639 -1.27457e-10
1.06699 -1.18326e-19 0.10936 -1.27457e-10
1.06799 -1.17796e-19 0.10907 -1.27457e-10
1.06899 -1.17887e-19 0.108771 -1.27457e-10
1.06999 -1.1749e-19 0.108461 -1.27457e-10
1.07099 -1.17392e-19 0.108143 -1.27457e-10
1.07199 -1.17472e-19 0.107814 -1.27457e-10
1.07299 -1.17464e-19 0.107475 -1.27457e-10
1.07399 -1.17633e-19 0.107127 -1.27457e-10
1.07499 -1.17513e-19 0.106769 -1.27457e-10
1.07599 -1.17926e-19 0.106401 -1.27457e-10
1.07699 -1.18872e-19 0.106023 -1.27457e-10
1.07799 -1.19374e-19 0.105635 -1.27457e-10
1.07899 -1.20054e-19 0.105238 -1.27457e-10
1.07999 -1.19312e-19 0.10483 -1.27457e-10
1.08099 -1.19548e-19 0.104413 -1.27457e-10
1.08199 -1.20183e-19 0.103986 -1.27457e-10
1.08299 -1.18542e-19 0.10355 -1.27457e-10
1.08399 -1.18833e-19 0.103103 -1.27457e-10
1.08499 -1.18769e-19 0.102647 -1.27457e-10
1.08599 -1.18972e-19 0.102181 -1.27457e-10
